--------------------
BDMEP - INMET
--------------------
Estação           : MARINGA - PR (OMM: 83767)
Latitude  (graus) : -23.4
Longitude (graus) : -51.91
Altitude  (metros): 542.00
Estação Operante
Inicio de operação: 01/12/1953
Periodo solicitado dos dados: 10/05/2016 a 10/05/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;Umidade Relativa Media;Velocidade do Vento Media;
83767;24/02/2018;0000;;55.75;1;
83767;24/02/2018;1200;0;;;
83767;25/02/2018;0000;;50.5;1;
83767;25/02/2018;1200;0;;;
83767;26/02/2018;0000;;66.25;0;
83767;26/02/2018;1200;0;;;
83767;27/02/2018;0000;;72.75;0.666667;
83767;27/02/2018;1200;0;;;
83767;28/02/2018;0000;;79;0.666667;
83767;28/02/2018;1200;0;;;
83767;01/03/2018;0000;;71;0;
83767;01/03/2018;1200;45.2;;;
83767;02/03/2018;0000;;76;0.333333;
83767;02/03/2018;1200;0;;;
83767;03/03/2018;0000;;79.5;1.333333;
83767;03/03/2018;1200;0;;;
83767;04/03/2018;0000;;67;1.333333;
83767;04/03/2018;1200;4.3;;;
83767;05/03/2018;0000;;62.5;1;
83767;05/03/2018;1200;0;;;
83767;06/03/2018;0000;;68.5;0.666667;
83767;06/03/2018;1200;0;;;
83767;07/03/2018;0000;;64.25;0.666667;
83767;07/03/2018;1200;0;;;
83767;08/03/2018;0000;;82.5;0.333333;
83767;08/03/2018;1200;0;;;
83767;09/03/2018;0000;;83;1.666667;
83767;09/03/2018;1200;20.4;;;
83767;10/03/2018;0000;;73.75;0.666667;
83767;10/03/2018;1200;37;;;
83767;11/03/2018;0000;;66.5;0.333333;
83767;11/03/2018;1200;0;;;
83767;12/03/2018;0000;;74.5;0.666667;
83767;12/03/2018;1200;0;;;
83767;13/03/2018;0000;;87.75;0.666667;
83767;13/03/2018;1200;7.3;;;
83767;14/03/2018;0000;;68.75;0.666667;
83767;14/03/2018;1200;15.1;;;
83767;15/03/2018;0000;;77.75;1.666667;
83767;15/03/2018;1200;0;;;
83767;16/03/2018;0000;;76.25;0;
83767;16/03/2018;1200;11.6;;;
83767;17/03/2018;0000;;65.75;1;
83767;17/03/2018;1200;3.6;;;
83767;18/03/2018;0000;;68.75;0.666667;
83767;18/03/2018;1200;0;;;
83767;19/03/2018;0000;;73.75;0.666667;
83767;19/03/2018;1200;0;;;
83767;20/03/2018;0000;;72.75;2;
83767;20/03/2018;1200;42.2;;;
83767;21/03/2018;0000;;84.25;1.333333;
83767;21/03/2018;1200;0;;;
83767;22/03/2018;0000;;76.25;1.333333;
83767;22/03/2018;1200;0.4;;;
83767;23/03/2018;0000;;94;1.333333;
83767;23/03/2018;1200;1.5;;;
83767;24/03/2018;0000;;66.25;1.333333;
83767;24/03/2018;1200;11.1;;;
83767;25/03/2018;0000;;91.25;0.666667;
83767;25/03/2018;1200;0;;;
83767;26/03/2018;0000;;85;1.666667;
83767;26/03/2018;1200;13.1;;;
83767;27/03/2018;0000;;83.25;0.666667;
83767;27/03/2018;1200;3.7;;;
83767;28/03/2018;0000;;81.25;0.666667;
83767;28/03/2018;1200;0;;;
83767;29/03/2018;0000;;81.25;2.666667;
83767;29/03/2018;1200;0;;;
83767;30/03/2018;0000;;75.75;0.666667;
83767;30/03/2018;1200;6.5;;;
83767;31/03/2018;0000;;90.25;0.666667;
83767;31/03/2018;1200;5.8;;;
83767;01/04/2018;0000;;95.25;1.02888;
83767;01/04/2018;1200;0;;;
83767;02/04/2018;0000;;77.75;1.02888;
83767;02/04/2018;1200;24.5;;;
83767;03/04/2018;0000;;63.5;1.02888;
83767;03/04/2018;1200;0;;;
83767;04/04/2018;0000;;65.75;0.34296;
83767;04/04/2018;1200;0;;;
83767;05/04/2018;0000;;61.25;0.68592;
83767;05/04/2018;1200;0;;;
83767;06/04/2018;0000;;53.25;0.68592;
83767;06/04/2018;1200;0;;;
83767;07/04/2018;0000;;57.5;1.02888;
83767;07/04/2018;1200;0;;;
83767;08/04/2018;0000;;54.75;1.02888;
83767;08/04/2018;1200;0;;;
83767;09/04/2018;0000;;64;1.7148;
83767;09/04/2018;1200;0;;;
83767;10/04/2018;0000;;65;2.40072;
83767;10/04/2018;1200;0;;;
83767;11/04/2018;0000;;63.25;2.05776;
83767;11/04/2018;1200;0;;;
83767;12/04/2018;0000;;58;1.37184;
83767;12/04/2018;1200;0;;;
83767;13/04/2018;0000;;60.25;0.68592;
83767;13/04/2018;1200;0;;;
83767;14/04/2018;0000;;70.75;1.02888;
83767;14/04/2018;1200;0;;;
83767;15/04/2018;0000;;76.5;2.05776;
83767;15/04/2018;1200;2.2;;;
83767;16/04/2018;0000;;67;2.40072;
83767;16/04/2018;1200;0;;;
83767;17/04/2018;0000;;64.25;2.40072;
83767;17/04/2018;1200;0;;;
83767;18/04/2018;0000;;62.25;1.7148;
83767;18/04/2018;1200;0;;;
83767;19/04/2018;0000;;57.25;1.02888;
83767;19/04/2018;1200;0;;;
83767;20/04/2018;0000;;62.75;0.68592;
83767;20/04/2018;1200;0;;;
83767;21/04/2018;0000;;57;0.34296;
83767;21/04/2018;1200;0;;;
83767;22/04/2018;0000;;52.75;1.37184;
83767;22/04/2018;1200;0;;;
83767;23/04/2018;0000;;61.5;1.02888;
83767;23/04/2018;1200;0;;;
83767;24/04/2018;0000;;63;1.02888;
83767;24/04/2018;1200;0;;;
83767;25/04/2018;0000;;61;1.7148;
83767;25/04/2018;1200;0;;;
83767;26/04/2018;0000;;59.25;1.02888;
83767;26/04/2018;1200;0;;;
83767;27/04/2018;0000;;65.75;1.37184;
83767;27/04/2018;1200;0;;;
83767;28/04/2018;0000;;63;1.02888;
83767;28/04/2018;1200;0;;;
83767;29/04/2018;0000;;60.25;1.02888;
83767;29/04/2018;1200;0;;;
83767;30/04/2018;0000;;54;1.02888;
83767;30/04/2018;1200;0;;;
83767;01/05/2018;0000;;57;0.34296;
83767;01/05/2018;1200;0;;;
83767;02/05/2018;0000;;62.25;1.02888;
83767;02/05/2018;1200;0;;;
83767;03/05/2018;0000;;53.25;1.02888;
83767;03/05/2018;1200;0;;;
83767;04/05/2018;0000;;47.25;1.02888;
83767;04/05/2018;1200;0;;;
83767;05/05/2018;0000;;57;0.68592;
83767;05/05/2018;1200;0;;;
83767;06/05/2018;0000;;69.75;1.37184;
83767;06/05/2018;1200;0;;;
83767;07/05/2018;1200;0;;;

